timestamp,traffic_density,weather,avg_speed,is_rush_hour,is_weekend,accident_flag,weekday,month,hour_of_day,day_of_year,Congestion_Level
2019-01-02 02:30:00,1.0,Foggy,17.0,0,0,1,Wednesday,January,2,2,2
2019-01-02 02:45:00,0.83,Sunny,28.4,0,0,1,Wednesday,January,2,2,2
2019-01-02 03:00:00,0.96,Sunny,21.1,0,0,1,Wednesday,January,3,2,2
2019-01-02 03:15:00,0.54,Sunny,37.2,0,0,1,Wednesday,January,3,2,1
2019-01-02 03:30:00,0.44,Sunny,50.5,0,0,0,Wednesday,January,3,2,0
2019-01-02 03:45:00,0.67,Foggy,36.3,0,0,0,Wednesday,January,3,2,0
2019-01-02 04:00:00,0.35,Sunny,55.2,0,0,0,Wednesday,January,4,2,0
2019-01-02 04:15:00,1.0,Rainy,18.7,0,0,0,Wednesday,January,4,2,1
2019-01-02 04:30:00,1.0,Sunny,19.9,0,0,1,Wednesday,January,4,2,2
2019-01-02 04:45:00,1.0,Sunny,19.7,0,0,1,Wednesday,January,4,2,2
2019-01-02 05:00:00,0.5,Rainy,41.6,0,0,1,Wednesday,January,5,2,1
2019-01-02 05:15:00,1.0,Sunny,18.1,0,0,1,Wednesday,January,5,2,2
2019-01-02 05:30:00,0.45,Foggy,47.9,0,0,1,Wednesday,January,5,2,1
2019-01-02 05:45:00,0.27,Foggy,54.7,0,0,1,Wednesday,January,5,2,0
2019-01-02 06:00:00,0.34,Sunny,48.6,0,0,1,Wednesday,January,6,2,1
2019-01-02 06:15:00,0.64,Sunny,30.9,0,0,1,Wednesday,January,6,2,1
2019-01-02 06:30:00,0.79,Sunny,26.8,0,0,1,Wednesday,January,6,2,2
2019-01-02 06:45:00,1.0,Rainy,14.0,0,0,0,Wednesday,January,6,2,1
2019-01-02 07:00:00,1.0,Sunny,17.0,0,0,1,Wednesday,January,7,2,2
2019-01-02 07:15:00,0.69,Sunny,30.6,0,0,1,Wednesday,January,7,2,1
2019-01-02 07:30:00,0.99,Sunny,19.6,0,0,1,Wednesday,January,7,2,2
2019-01-02 07:45:00,1.0,Sunny,14.0,0,0,1,Wednesday,January,7,2,2
2019-01-02 08:00:00,1.0,Sunny,5.0,1,0,1,Wednesday,January,8,2,2
2019-01-02 08:15:00,1.0,Foggy,5.0,1,0,1,Wednesday,January,8,2,2
2019-01-02 08:30:00,1.0,Foggy,6.3,1,0,1,Wednesday,January,8,2,2
2019-01-02 08:45:00,1.0,Sunny,5.0,1,0,1,Wednesday,January,8,2,2
2019-01-02 09:00:00,0.96,Sunny,5.0,1,0,1,Wednesday,January,9,2,2
2019-01-02 09:15:00,0.97,Sunny,5.0,1,0,0,Wednesday,January,9,2,1
2019-01-02 09:30:00,1.0,Sunny,5.0,1,0,1,Wednesday,January,9,2,2
2019-01-02 09:45:00,1.0,Sunny,5.0,1,0,1,Wednesday,January,9,2,2
2019-01-02 10:00:00,1.0,Sunny,5.0,1,0,1,Wednesday,January,10,2,2
2019-01-02 10:15:00,1.0,Rainy,8.7,1,0,1,Wednesday,January,10,2,2
2019-01-02 10:30:00,1.0,Foggy,8.1,1,0,1,Wednesday,January,10,2,2
2019-01-02 10:45:00,1.0,Rainy,5.0,1,0,1,Wednesday,January,10,2,2
2019-01-02 11:00:00,1.0,Sunny,5.0,1,0,1,Wednesday,January,11,2,2
2019-01-02 11:15:00,1.0,Rainy,7.1,1,0,1,Wednesday,January,11,2,2
2019-01-02 11:30:00,1.0,Rainy,5.0,1,0,1,Wednesday,January,11,2,2
2019-01-02 11:45:00,0.93,Sunny,7.6,1,0,0,Wednesday,January,11,2,1
2019-01-02 12:00:00,0.56,Sunny,35.4,0,0,0,Wednesday,January,12,2,0
2019-01-02 12:15:00,1.0,Rainy,15.0,0,0,0,Wednesday,January,12,2,1
2019-01-02 12:30:00,0.77,Sunny,27.0,0,0,0,Wednesday,January,12,2,0
2019-01-02 12:45:00,0.72,Sunny,31.1,0,0,0,Wednesday,January,12,2,0
2019-01-02 13:00:00,0.52,Sunny,37.4,0,0,0,Wednesday,January,13,2,0
2019-01-02 13:15:00,0.49,Sunny,40.9,0,0,0,Wednesday,January,13,2,0
2019-01-02 13:30:00,0.66,Sunny,32.8,0,0,0,Wednesday,January,13,2,0
2019-01-02 13:45:00,1.0,Foggy,18.7,0,0,0,Wednesday,January,13,2,1
2019-01-02 14:00:00,0.95,Rainy,22.0,0,0,0,Wednesday,January,14,2,0
2019-01-02 14:15:00,0.78,Sunny,24.0,0,0,0,Wednesday,January,14,2,0
2019-01-02 14:30:00,0.52,Sunny,37.5,0,0,0,Wednesday,January,14,2,0
2019-01-02 14:45:00,0.48,Sunny,43.4,0,0,0,Wednesday,January,14,2,0
2019-01-02 15:00:00,0.84,Sunny,19.4,0,0,1,Wednesday,January,15,2,2
2019-01-02 15:15:00,1.0,Foggy,12.5,0,0,1,Wednesday,January,15,2,2
2019-01-02 15:30:00,1.0,Sunny,14.7,0,0,1,Wednesday,January,15,2,2
2019-01-02 15:45:00,1.0,Sunny,18.3,0,0,1,Wednesday,January,15,2,2
2019-01-02 16:00:00,1.0,Foggy,19.4,0,0,1,Wednesday,January,16,2,2
2019-01-02 16:15:00,1.0,Sunny,15.7,0,0,1,Wednesday,January,16,2,2
2019-01-02 16:30:00,1.0,Rainy,12.0,0,0,1,Wednesday,January,16,2,2
2019-01-02 16:45:00,0.89,Sunny,22.7,0,0,1,Wednesday,January,16,2,2
2019-01-02 17:00:00,0.99,Sunny,5.0,1,0,1,Wednesday,January,17,2,2
2019-01-02 17:15:00,1.0,Rainy,5.0,1,0,0,Wednesday,January,17,2,1
2019-01-02 17:30:00,1.0,Rainy,5.0,1,0,0,Wednesday,January,17,2,1
2019-01-02 17:45:00,0.91,Sunny,14.3,1,0,0,Wednesday,January,17,2,1
2019-01-02 18:00:00,0.98,Sunny,7.3,1,0,0,Wednesday,January,18,2,1
2019-01-02 18:15:00,0.92,Sunny,7.5,1,0,0,Wednesday,January,18,2,1
2019-01-02 18:30:00,0.96,Sunny,9.8,1,0,0,Wednesday,January,18,2,1
2019-01-02 18:45:00,1.0,Rainy,8.5,1,0,0,Wednesday,January,18,2,1
2019-01-02 19:00:00,0.91,Sunny,7.2,1,0,0,Wednesday,January,19,2,1
2019-01-02 19:15:00,1.0,Rainy,5.4,1,0,0,Wednesday,January,19,2,1
2019-01-02 19:30:00,0.99,Sunny,6.4,1,0,0,Wednesday,January,19,2,1
2019-01-02 19:45:00,0.73,Sunny,20.7,1,0,0,Wednesday,January,19,2,0
2019-01-02 20:00:00,0.99,Sunny,9.9,1,0,0,Wednesday,January,20,2,1
2019-01-02 20:15:00,0.84,Sunny,10.3,1,0,0,Wednesday,January,20,2,1
2019-01-02 20:30:00,0.97,Sunny,11.0,1,0,0,Wednesday,January,20,2,1
2019-01-02 20:45:00,1.0,Foggy,8.4,1,0,0,Wednesday,January,20,2,1
2019-01-02 21:00:00,0.26,Sunny,56.6,0,0,0,Wednesday,January,21,2,0
2019-01-02 21:15:00,1.0,Sunny,10.0,0,0,1,Wednesday,January,21,2,2
2019-01-02 21:30:00,1.0,Sunny,19.2,0,0,1,Wednesday,January,21,2,2
2019-01-02 21:45:00,1.0,Sunny,14.5,0,0,1,Wednesday,January,21,2,2
2019-01-02 22:00:00,0.71,Sunny,27.7,0,0,1,Wednesday,January,22,2,1
2019-01-02 22:15:00,1.0,Sunny,13.6,0,0,1,Wednesday,January,22,2,2
2019-01-02 22:30:00,0.53,Sunny,42.5,0,0,1,Wednesday,January,22,2,1
2019-01-02 22:45:00,0.17,Sunny,59.8,0,0,1,Wednesday,January,22,2,0
2019-01-02 23:00:00,0.28,Sunny,55.6,0,0,1,Wednesday,January,23,2,0
2019-01-02 23:15:00,0.5,Sunny,46.5,0,0,1,Wednesday,January,23,2,1
2019-01-02 23:30:00,0.64,Sunny,35.4,0,0,0,Wednesday,January,23,2,0
2019-01-02 23:45:00,0.66,Sunny,33.1,0,0,0,Wednesday,January,23,2,0
2019-01-03 00:00:00,0.49,Sunny,46.7,0,0,0,Thursday,January,0,3,0
2019-01-03 00:15:00,0.87,Foggy,21.2,0,0,0,Thursday,January,0,3,0
2019-01-03 00:30:00,0.73,Sunny,25.1,0,0,0,Thursday,January,0,3,0
2019-01-03 00:45:00,0.41,Sunny,43.5,0,0,0,Thursday,January,0,3,0
2019-01-03 01:00:00,0.67,Rainy,29.1,0,0,0,Thursday,January,1,3,0
2019-01-03 01:15:00,0.35,Sunny,49.7,0,0,0,Thursday,January,1,3,0
2019-01-03 01:30:00,0.85,Sunny,18.4,0,0,0,Thursday,January,1,3,0
2019-01-03 01:45:00,0.49,Sunny,43.9,0,0,0,Thursday,January,1,3,0
2019-01-03 02:00:00,0.2,Sunny,56.6,0,0,0,Thursday,January,2,3,0
2019-01-03 02:15:00,0.71,Sunny,30.0,0,0,0,Thursday,January,2,3,0
2019-01-03 02:30:00,0.87,Sunny,24.8,0,0,0,Thursday,January,2,3,0
2019-01-03 02:45:00,0.85,Sunny,26.2,0,0,0,Thursday,January,2,3,0
2019-01-03 03:00:00,1.0,Sunny,16.3,0,0,1,Thursday,January,3,3,2
2019-01-03 03:15:00,1.0,Sunny,19.8,0,0,1,Thursday,January,3,3,2
2019-01-03 03:30:00,0.86,Sunny,17.9,0,0,1,Thursday,January,3,3,2
2019-01-03 03:45:00,1.0,Foggy,12.7,0,0,1,Thursday,January,3,3,2
2019-01-03 04:00:00,1.0,Sunny,12.1,0,0,1,Thursday,January,4,3,2
2019-01-03 04:15:00,1.0,Sunny,18.7,0,0,1,Thursday,January,4,3,2
2019-01-03 04:30:00,0.88,Sunny,18.4,0,0,1,Thursday,January,4,3,2
2019-01-03 04:45:00,0.78,Foggy,27.3,0,0,1,Thursday,January,4,3,2
2019-01-03 05:00:00,0.77,Sunny,23.5,0,0,1,Thursday,January,5,3,2
2019-01-03 05:15:00,0.54,Sunny,38.9,0,0,0,Thursday,January,5,3,0
2019-01-03 05:30:00,0.83,Rainy,26.0,0,0,0,Thursday,January,5,3,0
2019-01-03 05:45:00,0.5,Foggy,40.1,0,0,0,Thursday,January,5,3,0
2019-01-03 06:00:00,1.0,Sunny,13.3,0,0,1,Thursday,January,6,3,2
2019-01-03 06:15:00,0.97,Rainy,18.9,0,0,1,Thursday,January,6,3,2
2019-01-03 06:30:00,0.99,Sunny,13.0,0,0,1,Thursday,January,6,3,2
2019-01-03 06:45:00,1.0,Rainy,12.7,0,0,1,Thursday,January,6,3,2
2019-01-03 07:00:00,0.62,Sunny,40.1,0,0,1,Thursday,January,7,3,1
2019-01-03 07:15:00,0.3,Sunny,50.4,0,0,1,Thursday,January,7,3,1
2019-01-03 07:30:00,0.38,Sunny,52.2,0,0,1,Thursday,January,7,3,1
2019-01-03 07:45:00,0.91,Sunny,17.4,0,0,1,Thursday,January,7,3,2
2019-01-03 08:00:00,1.0,Sunny,9.4,1,0,1,Thursday,January,8,3,2
2019-01-03 08:15:00,0.74,Sunny,20.0,1,0,0,Thursday,January,8,3,0
2019-01-03 08:30:00,1.0,Foggy,9.2,1,0,1,Thursday,January,8,3,2
2019-01-03 08:45:00,1.0,Foggy,8.6,1,0,1,Thursday,January,8,3,2
2019-01-03 09:00:00,1.0,Rainy,5.0,1,0,1,Thursday,January,9,3,2
2019-01-03 09:15:00,1.0,Sunny,5.0,1,0,1,Thursday,January,9,3,2
2019-01-03 09:30:00,1.0,Sunny,5.0,1,0,1,Thursday,January,9,3,2
2019-01-03 09:45:00,1.0,Sunny,5.0,1,0,1,Thursday,January,9,3,2
2019-01-03 10:00:00,1.0,Sunny,5.0,1,0,1,Thursday,January,10,3,2
2019-01-03 10:15:00,0.99,Sunny,9.3,1,0,1,Thursday,January,10,3,2
2019-01-03 10:30:00,0.86,Sunny,17.7,1,0,1,Thursday,January,10,3,2
2019-01-03 10:45:00,0.95,Sunny,9.0,1,0,0,Thursday,January,10,3,1
2019-01-03 11:00:00,1.0,Rainy,5.0,1,0,0,Thursday,January,11,3,1
2019-01-03 11:15:00,1.0,Rainy,5.0,1,0,0,Thursday,January,11,3,1
2019-01-03 11:30:00,0.9,Sunny,15.4,1,0,0,Thursday,January,11,3,1
2019-01-03 11:45:00,0.92,Sunny,13.9,1,0,0,Thursday,January,11,3,1
2019-01-03 12:00:00,1.0,Rainy,19.4,0,0,1,Thursday,January,12,3,2
2019-01-03 12:15:00,0.82,Sunny,29.8,0,0,1,Thursday,January,12,3,1
2019-01-03 12:30:00,0.47,Sunny,45.2,0,0,1,Thursday,January,12,3,1
2019-01-03 12:45:00,0.73,Sunny,27.1,0,0,1,Thursday,January,12,3,2
2019-01-03 13:00:00,0.81,Sunny,21.0,0,0,1,Thursday,January,13,3,2
2019-01-03 13:15:00,0.59,Foggy,42.5,0,0,1,Thursday,January,13,3,1
2019-01-03 13:30:00,0.93,Sunny,20.8,0,0,1,Thursday,January,13,3,2
2019-01-03 13:45:00,0.18,Sunny,57.3,0,0,1,Thursday,January,13,3,0
2019-01-03 14:00:00,0.69,Sunny,28.0,0,0,1,Thursday,January,14,3,1
2019-01-03 14:15:00,1.0,Rainy,19.6,0,0,0,Thursday,January,14,3,1
2019-01-03 14:30:00,0.88,Rainy,17.5,0,0,0,Thursday,January,14,3,1
2019-01-03 14:45:00,0.76,Sunny,28.2,0,0,0,Thursday,January,14,3,0
2019-01-03 15:00:00,0.44,Sunny,49.3,0,0,0,Thursday,January,15,3,0
2019-01-03 15:15:00,0.81,Sunny,23.9,0,0,0,Thursday,January,15,3,0
2019-01-03 15:30:00,0.84,Sunny,26.8,0,0,0,Thursday,January,15,3,0
2019-01-03 15:45:00,0.31,Sunny,56.3,0,0,0,Thursday,January,15,3,0
2019-01-03 16:00:00,0.78,Sunny,23.7,0,0,0,Thursday,January,16,3,0
2019-01-03 16:15:00,1.0,Rainy,11.3,0,0,0,Thursday,January,16,3,1
2019-01-03 16:30:00,0.81,Sunny,28.8,0,0,0,Thursday,January,16,3,0
2019-01-03 16:45:00,1.0,Sunny,19.8,0,0,1,Thursday,January,16,3,2
2019-01-03 17:00:00,1.0,Sunny,5.4,1,0,1,Thursday,January,17,3,2
2019-01-03 17:15:00,1.0,Rainy,5.4,1,0,1,Thursday,January,17,3,2
2019-01-03 17:30:00,1.0,Foggy,9.3,1,0,1,Thursday,January,17,3,2
2019-01-03 17:45:00,1.0,Sunny,5.0,1,0,1,Thursday,January,17,3,2
2019-01-03 18:00:00,1.0,Sunny,5.8,1,0,1,Thursday,January,18,3,2
2019-01-03 18:15:00,1.0,Sunny,8.7,1,0,1,Thursday,January,18,3,2
2019-01-03 18:30:00,1.0,Foggy,5.0,1,0,1,Thursday,January,18,3,2
2019-01-03 18:45:00,1.0,Rainy,5.0,1,0,1,Thursday,January,18,3,2
2019-01-03 19:00:00,0.94,Sunny,6.0,1,0,0,Thursday,January,19,3,1
2019-01-03 19:15:00,1.0,Foggy,7.9,1,0,0,Thursday,January,19,3,1
2019-01-03 19:30:00,0.97,Sunny,8.2,1,0,0,Thursday,January,19,3,1
2019-01-03 19:45:00,0.94,Sunny,12.7,1,0,0,Thursday,January,19,3,1
2019-01-03 20:00:00,0.93,Sunny,13.7,1,0,0,Thursday,January,20,3,1
2019-01-03 20:15:00,0.92,Sunny,5.0,1,0,0,Thursday,January,20,3,1
2019-01-03 20:30:00,0.95,Sunny,12.4,1,0,0,Thursday,January,20,3,1
2019-01-03 20:45:00,0.98,Sunny,9.5,1,0,0,Thursday,January,20,3,1
2019-01-03 21:00:00,0.54,Rainy,44.5,0,0,0,Thursday,January,21,3,0
2019-01-03 21:15:00,0.46,Sunny,41.0,0,0,0,Thursday,January,21,3,0
2019-01-03 21:30:00,0.65,Sunny,29.9,0,0,0,Thursday,January,21,3,0
2019-01-03 21:45:00,0.56,Sunny,38.8,0,0,0,Thursday,January,21,3,0
2019-01-03 22:00:00,1.0,Sunny,16.0,0,0,1,Thursday,January,22,3,2
2019-01-03 22:15:00,1.0,Sunny,17.8,0,0,1,Thursday,January,22,3,2
2019-01-03 22:30:00,0.72,Sunny,27.8,0,0,1,Thursday,January,22,3,1
2019-01-03 22:45:00,1.0,Foggy,16.2,0,0,1,Thursday,January,22,3,2
2019-01-03 23:00:00,0.74,Rainy,27.6,0,0,1,Thursday,January,23,3,2
2019-01-03 23:15:00,0.75,Sunny,24.1,0,0,1,Thursday,January,23,3,2
2019-01-03 23:30:00,0.56,Sunny,39.9,0,0,1,Thursday,January,23,3,1
2019-01-03 23:45:00,0.18,Sunny,56.8,0,0,1,Thursday,January,23,3,0
2019-01-04 00:00:00,0.75,Sunny,24.1,0,0,1,Friday,January,0,4,2
2019-01-04 00:15:00,1.0,Foggy,18.7,0,0,1,Friday,January,0,4,2
2019-01-04 00:30:00,0.45,Rainy,48.4,0,0,1,Friday,January,0,4,1
2019-01-04 00:45:00,0.42,Sunny,50.1,0,0,1,Friday,January,0,4,1
2019-01-04 01:00:00,0.99,Sunny,17.9,0,0,1,Friday,January,1,4,2
2019-01-04 01:15:00,0.73,Sunny,26.4,0,0,1,Friday,January,1,4,2
2019-01-04 01:30:00,1.0,Rainy,13.4,0,0,1,Friday,January,1,4,2
2019-01-04 01:45:00,0.88,Sunny,21.6,0,0,1,Friday,January,1,4,2
2019-01-04 02:00:00,0.57,Sunny,43.6,0,0,1,Friday,January,2,4,1
2019-01-04 02:15:00,0.6,Foggy,38.8,0,0,1,Friday,January,2,4,1
2019-01-04 02:30:00,1.0,Sunny,18.7,0,0,1,Friday,January,2,4,2
2019-01-04 02:45:00,1.0,Rainy,13.5,0,0,1,Friday,January,2,4,2
2019-01-04 03:00:00,0.18,Sunny,60.0,0,0,1,Friday,January,3,4,0
2019-01-04 03:15:00,1.0,Sunny,14.9,0,0,1,Friday,January,3,4,2
2019-01-04 03:30:00,0.41,Rainy,45.2,0,0,1,Friday,January,3,4,1
2019-01-04 03:45:00,0.21,Sunny,59.7,0,0,1,Friday,January,3,4,0
